state,GEOI,D,ruca1,ruca2,tract_pop,area,popden
AZ,4013,109604,1,1,"3,814",0.4,"9,163.70"
AZ,4013,109701,1,1,"7,467",0.5,"14,958.90"
AZ,4013,109702,1,1,"5,053",0.5,"9,310.60"
AZ,4013,109703,1,1,"2,742",0.5,"5,491.50"
AZ,4013,109704,1,1,"2,360",0.2,"10,040.70"
AZ,4013,109705,1,1,"1,803",0.2,"8,328.30"
AZ,4013,109801,1,1,"3,758",0.5,"7,980.20"
AZ,4013,109802,1,1,"4,546",0.5,"9,042.80"
AZ,4013,109900,1,1,"7,080",1,"7,039.50"
AZ,4013,110001,1,1,"4,529",0.5,"8,473.40"
AZ,4013,110002,1,1,"4,339",0.5,"9,611.30"
AZ,4013,110100,1,1,"6,612",1,"6,653.70"
AZ,4013,110400,1,1,"5,125",1,"5,315.70"
AZ,4013,110501,1,1,"2,899",0.5,"5,307.60"
AZ,4013,110502,1,1,"2,319",0.5,"4,584.50"
AZ,4013,110600,1,1,"4,881",1,"4,863.40"
AZ,4013,110701,1,1,"2,570",0.3,"8,203.10"
AZ,4013,110702,1,1,"3,833",0.7,"5,582.80"
AZ,4013,110801,1,1,"5,006",0.5,"9,999.20"
AZ,4013,110802,1,1,"2,315",0.5,"4,588.70"
AZ,4013,110901,1,1,"3,075",0.5,"5,996.20"
AZ,4013,110902,1,1,"4,304",0.5,"8,433.90"
AZ,4013,111000,1,1,"4,745",1,"4,682.90"
AZ,4013,111100,1,1,"4,376",1.2,"3,581.80"
AZ,4013,111201,1,1,"5,242",0.7,"7,100.60"
AZ,4013,111202,1,1,"1,964",0.3,"5,680.20"
AZ,4013,111203,1,1,"1,410",0.2,"8,946.70"
AZ,4013,111204,1,1,"2,154",2.6,833
AZ,4013,111300,1,1,"5,447",1,"5,382.50"
AZ,4013,111401,1,1,"4,310",0.5,"8,422.80"
AZ,4013,111402,1,1,"4,150",0.5,"8,164.40"
AZ,4013,111501,1,1,"2,115",0.3,"7,804.70"
AZ,4013,111502,1,1,"6,524",0.7,"8,933.10"
AZ,4013,111601,1,1,"3,161",0.5,"6,302.80"
AZ,4013,111602,1,1,"5,055",0.5,"10,039.40"
AZ,4013,111700,1,1,"5,647",1,"5,617.70"
AZ,4013,111800,1,1,"3,487",1,"3,401.90"
AZ,4013,111900,1,1,"2,238",1,"2,282.00"
AZ,4013,112100,1,1,"3,838",1,"3,837.20"
AZ,4013,112201,1,1,"4,400",0.6,"7,842.70"
AZ,4013,112202,1,1,"4,305",0.4,"9,808.70"
AZ,4013,112301,1,1,"5,017",0.5,"9,923.70"
AZ,4013,112302,1,1,"6,754",0.5,"13,612.00"
AZ,4013,112401,1,1,"5,377",0.5,"10,677.20"
AZ,4013,112402,1,1,"4,999",0.5,"9,963.60"
AZ,4013,112502,1,1,"5,397",0.5,"11,021.20"
AZ,4013,112503,1,1,"7,944",1,"7,923.70"
AZ,4013,112504,1,1,"3,596",0.5,"7,366.80"
AZ,4013,112505,1,1,"8,369",1,"8,647.30"
AZ,4013,112507,1,1,"2,399",0.5,"4,985.90"
AZ,4013,112508,1,1,"2,148",0.8,"2,860.20"
AZ,4013,112509,1,1,"6,909",2.2,"3,193.30"
AZ,4013,112510,1,1,"4,162",4,"1,047.60"
AZ,4013,112511,1,1,"6,816",4.3,"1,596.70"
AZ,4013,112512,1,1,"1,796",4.5,397.6
AZ,4013,112513,1,1,"8,131",3,"2,710.90"
AZ,4013,112514,1,1,"3,633",8.4,430.5
AZ,4013,112601,1,1,"3,009",0.3,"10,808.20"
AZ,4013,112602,1,1,"7,935",0.7,"10,928.80"
AZ,4013,112700,1,1,"6,740",1,"6,742.30"
AZ,4013,112900,1,1,"4,805",1,"4,783.80"
AZ,4013,113000,1,1,"1,895",0.5,"3,851.40"
AZ,4013,113100,1,1,"2,808",0.5,"5,576.30"
AZ,4013,113201,1,1,"2,666",0.3,"10,644.00"
AZ,4013,113202,1,1,"2,061",0.3,"7,911.70"
AZ,4013,113203,1,1,"2,317",0.5,"4,743.80"
AZ,4013,113300,1,1,"5,175",1,"5,174.30"
AZ,4013,113400,1,1,684,0.3,"2,728.70"
AZ,4013,113501,1,1,"4,416",0.5,"8,934.60"
AZ,4013,113502,1,1,"2,638",0.2,"10,701.20"
AZ,4013,113601,1,1,"3,957",0.6,"6,610.90"
AZ,4013,113602,1,1,"3,400",0.4,"8,307.90"
AZ,4013,113700,1,1,"7,720",1,"8,013.50"
AZ,4013,113801,1,1,"2,135",2,"1,041.80"
AZ,4013,113802,1,1,17,5.2,3.3
AZ,4013,113900,1,1,"1,372",1,"1,333.20"
AZ,4013,114000,1,1,"2,614",1,"2,586.40"
AZ,4013,114100,1,1,"2,401",0.5,"4,764.90"
AZ,4013,114200,1,1,"1,539",0.5,"3,104.60"
AZ,4013,114301,1,1,"1,570",0.5,"3,049.00"
AZ,4013,114302,1,1,"2,477",0.5,"4,913.20"
AZ,4013,114401,1,1,"1,724",0.5,"3,217.50"
AZ,4013,114402,1,1,"2,014",0.5,"4,345.10"
AZ,4013,114500,1,1,"4,198",1,"4,278.20"
AZ,4013,114600,1,1,"1,914",1,"1,920.40"
AZ,4013,114703,1,1,"8,071",1,"8,060.80"
AZ,4013,114800,1,1,"3,285",2,"1,624.90"
AZ,4013,114900,1,1,"2,663",1.1,"2,449.30"
AZ,4013,115200,1,1,"2,623",2.8,950.7
AZ,4013,115300,1,1,"2,323",1.6,"1,467.40"
AZ,4013,115400,1,1,"2,232",1,"2,298.50"
AZ,4013,115500,1,1,"3,699",1,"3,670.80"
AZ,4013,115600,1,1,"3,864",1,"3,920.50"
AZ,4013,115700,1,1,"6,427",1,"6,431.80"
AZ,4013,115801,1,1,"3,862",0.5,"7,696.10"
AZ,4013,115802,1,1,"3,389",0.5,"6,814.30"
AZ,4013,115900,1,1,"5,332",1,"5,374.90"
AZ,4013,116000,1,1,"5,558",1,"5,804.10"
AZ,4013,116100,1,1,"3,963",0.9,"4,246.50"
AZ,4013,116202,1,1,"5,033",0.6,"9,011.10"
AZ,4013,116203,1,1,"4,760",3.1,"1,549.00"
AZ,4013,116204,1,1,"3,638",1,"3,647.70"
AZ,4013,116205,1,1,"4,256",0.4,"9,662.40"
AZ,4013,116300,1,1,"6,118",1,"5,895.40"
AZ,4013,116400,1,1,"5,604",1,"5,528.80"
AZ,4013,116500,1,1,"4,920",1,"4,926.50"
AZ,4013,116602,1,1,"7,325",1,"7,353.10"
AZ,4013,116603,1,1,"5,736",2.5,"2,274.20"
AZ,4013,116604,1,1,"4,000",1,"4,032.00"
AZ,4013,116605,1,1,"5,066",1,"5,118.60"
AZ,4013,116606,1,1,"5,663",1,"5,690.00"
AZ,4013,116607,1,1,"2,526",1,"2,532.60"
AZ,4013,116608,1,1,"3,553",2.7,"1,324.40"
AZ,4013,116609,1,1,"3,176",3,"1,045.70"
AZ,4013,116610,1,1,"4,437",2,"2,275.10"
AZ,4013,116611,1,1,"3,217",4.9,657.7
AZ,4013,116612,1,1,"4,862",3,"1,622.00"
AZ,4013,116613,1,1,"6,489",3,"2,175.00"
AZ,4013,116702,1,1,"7,839",1.4,"5,778.00"
AZ,4013,116703,1,1,"4,448",1.4,"3,266.40"
AZ,4013,116704,1,1,"7,105",3.1,"2,328.90"
AZ,4013,116707,1,1,"2,738",0.5,"5,349.40"
AZ,4013,116708,1,1,"5,033",1.3,"3,800.10"
AZ,4013,116709,1,1,"1,789",0.5,"3,917.70"
AZ,4013,116710,1,1,"4,638",1.5,"3,194.10"
AZ,4013,116711,1,1,"1,878",0.4,"4,382.90"
AZ,4013,116712,1,1,"6,397",1.4,"4,471.10"
AZ,4013,116713,1,1,"6,104",0.9,"6,687.50"
AZ,4013,116714,1,1,"3,295",1,"3,247.70"
AZ,4013,116715,1,1,"2,075",0.4,"5,831.50"
AZ,4013,116717,1,1,"4,021",0.4,"9,575.60"
AZ,4013,116718,1,1,"2,599",0.4,"6,774.30"
AZ,4013,116719,1,1,"6,404",1.3,"4,842.90"
AZ,4013,116720,1,1,"3,774",0.7,"5,521.90"
AZ,4013,116721,1,1,"3,536",0.9,"3,989.20"
AZ,4013,116725,1,1,"4,773",1.5,"3,090.20"
AZ,4013,116727,1,1,"4,065",1.7,"2,368.40"
AZ,4013,116728,1,1,"4,612",2.2,"2,102.30"
AZ,4013,116729,1,1,"4,303",1.4,"2,972.40"
AZ,4013,116730,1,1,"1,793",1.7,"1,039.90"
AZ,4013,116731,1,1,"3,234",1.2,"2,687.80"
AZ,4013,116732,1,1,"3,446",2.6,"1,342.80"
AZ,4013,116733,2,2,283,25.3,11.2
AZ,4013,116800,1,1,"2,655",2,"1,315.70"
AZ,4013,116900,1,1,"2,387",1.2,"1,949.50"
AZ,4013,117000,1,1,"5,678",0.7,"7,641.20"
AZ,4013,117100,1,1,"2,600",0.6,"4,222.70"
AZ,4013,117200,1,1,"1,353",2.6,529
AZ,4013,117300,1,1,"1,677",3.1,538.3
AZ,4013,216806,1,1,"2,967",0.8,"3,763.70"
AZ,4013,216807,1,1,"4,911",1.6,"3,119.10"
AZ,4013,216809,1,1,"4,939",3.6,"1,378.40"
AZ,4013,216810,1,1,"1,318",0.7,"1,829.90"
AZ,4013,216813,1,1,"4,041",1.7,"2,348.80"
AZ,4013,216816,1,1,"5,531",6.2,888.5
AZ,4013,216818,1,1,"6,644",3.3,"2,043.60"
AZ,4013,216819,1,1,"6,086",9.1,669.5
AZ,4013,216820,1,1,"4,061",1.9,"2,116.40"
AZ,4013,216821,1,1,"5,737",6,949.5
AZ,4013,216822,1,1,"4,156",9,462.3
AZ,4013,216826,1,1,"4,521",1,"4,478.30"
AZ,4013,216829,1,1,"4,690",35.9,130.5
AZ,4013,216830,1,1,"3,144",1,"3,111.50"
AZ,4013,216831,1,1,"2,896",1.8,"1,587.70"
AZ,4013,216832,1,1,"2,268",0.7,"3,214.00"
AZ,4013,216833,1,1,"4,498",1.2,"3,601.40"
AZ,4013,216834,1,1,"2,218",1.1,"1,999.90"
AZ,4013,216835,1,1,"2,483",0.9,"2,816.40"
AZ,4013,216836,1,1,"3,580",1.6,"2,224.30"
AZ,4013,216837,1,1,"4,608",1,"4,832.40"
AZ,4013,216838,1,1,"4,791",1,"4,677.20"
AZ,4013,216839,1,1,"3,953",1.3,"3,036.40"
AZ,4013,216840,1,1,"4,594",3.9,"1,189.50"
AZ,4013,216841,1,1,"3,056",2,"1,539.10"
AZ,4013,216842,1,1,"3,556",1.6,"2,203.90"
AZ,4013,216843,1,1,"3,314",9.3,357.2
AZ,4013,216844,1,1,"2,965",2.6,"1,136.50"
AZ,4013,216845,1,1,"1,892",2.5,746.8
AZ,4013,216846,1,1,"6,585",2.6,"2,485.50"
AZ,4013,216847,1,1,"5,825",3.6,"1,630.10"
AZ,4013,216848,1,1,"6,026",5.2,"1,158.60"
AZ,4013,216849,1,1,"6,736",12.8,525.1
AZ,4013,216850,1,1,"4,168",0.7,"5,713.50"
AZ,4013,216851,1,1,"4,143",21.6,191.9
AZ,4013,216852,1,1,"2,861",0.4,"7,640.90"
AZ,4013,216853,1,1,"4,516",0.7,"6,788.50"
AZ,4013,216901,1,1,"2,705",1,"2,624.70"
AZ,4013,216902,1,1,"3,930",1,"3,999.90"
AZ,4013,217001,1,1,"3,890",1.1,"3,580.00"
AZ,4013,217002,1,1,"5,351",1,"5,517.50"
AZ,4013,217101,1,1,"2,466",0.5,"4,986.00"
AZ,4013,217102,1,1,"2,472",0.5,"4,986.30"
AZ,4013,217201,1,1,"1,383",0.8,"1,738.60"
AZ,4013,217203,1,1,"2,804",0.5,"5,642.60"
AZ,4013,217204,1,1,"3,166",0.2,"13,416.30"
AZ,4013,217300,1,1,"2,755",0.9,"2,903.30"
AZ,4013,217400,1,1,"3,085",0.8,"3,664.30"
AZ,4013,217501,1,1,"3,293",0.4,"8,136.20"
AZ,4013,217502,1,1,"2,754",0.3,"8,849.10"
AZ,4013,217600,1,1,"4,298",0.7,"5,797.60"
AZ,4013,217700,1,1,"4,917",1,"4,962.20"
AZ,4013,217800,1,1,"6,059",1,"6,136.80"
AZ,4013,217900,1,1,"3,719",1,"3,765.30"
AZ,4013,218000,1,1,"5,388",1,"5,341.90"
AZ,4013,218100,1,1,"1,861",0.4,"4,942.60"
AZ,4013,218200,1,1,"5,264",1,"5,400.40"
AZ,4013,218300,1,1,"3,953",0.9,"4,573.30"
AZ,4013,318400,1,1,"4,650",3.2,"1,435.80"
AZ,4013,318501,1,1,"3,200",0.5,"6,597.40"
AZ,4013,318700,1,1,"2,675",0.9,"2,872.90"
AZ,4013,318800,1,1,"6,057",1,"6,111.70"
AZ,4013,318900,1,1,"6,254",1,"6,256.20"
AZ,4013,319000,1,1,"9,107",1,"9,111.40"
AZ,4013,319101,1,1,"2,942",0.1,"23,045.00"
AZ,4013,319103,1,1,"4,504",0.4,"12,186.30"
AZ,4013,319104,1,1,"5,102",0.5,"10,260.40"
AZ,4013,319201,1,1,"5,305",0.5,"10,370.40"
AZ,4013,319202,1,1,"3,232",0.5,"6,317.60"
AZ,4013,319300,1,1,"2,420",0.4,"5,733.50"
AZ,4013,319401,1,1,"5,480",1,"5,308.80"
AZ,4013,319402,1,1,"4,088",1,"4,038.80"
AZ,4013,319403,1,1,"4,520",1,"4,405.30"
AZ,4013,319404,1,1,"3,333",0.8,"4,219.30"
AZ,4013,319500,1,1,"5,449",1,"5,478.00"
AZ,4013,319600,1,1,"5,436",1,"5,460.30"
AZ,4013,319703,1,1,"4,348",1.1,"4,091.20"
AZ,4013,319704,1,1,"1,483",3,489
AZ,4013,319705,1,1,"3,412",1.5,"2,296.30"
AZ,4013,319706,1,1,"4,946",0.5,"9,562.60"
AZ,4013,319800,1,1,"6,595",1,"6,785.90"
AZ,4013,319902,1,1,"2,472",1,"2,521.00"
AZ,4013,319903,1,1,"5,666",0.9,"5,965.50"
AZ,4013,319904,1,1,"4,865",1,"4,870.90"
AZ,4013,319905,1,1,"4,790",1,"4,744.50"
AZ,4013,319906,1,1,"3,173",1,"3,268.40"
AZ,4013,319907,1,1,"2,225",1,"2,230.70"
AZ,4013,319908,1,1,"2,211",1,"2,235.80"
AZ,4013,319909,1,1,"2,278",1,"2,293.10"
AZ,4013,319910,1,1,"4,011",2.5,"1,584.30"
AZ,4013,320001,1,1,"7,023",1.1,"6,169.30"
AZ,4013,320002,1,1,"5,523",0.8,"6,856.10"
AZ,4013,320007,1,1,"6,674",0.8,"8,448.70"
AZ,4013,320100,1,1,"2,558",1.9,"1,381.20"
AZ,4013,420104,1,1,"5,068",2.9,"1,721.80"
AZ,4013,420105,1,1,"5,195",2.9,"1,784.60"
AZ,4013,420107,1,1,"6,556",3.2,"2,073.90"
AZ,4013,420108,1,1,"1,406",3.8,371.8
AZ,4013,420109,1,1,"3,838",2.9,"1,309.70"
AZ,4013,420110,1,1,"4,865",10,488.6
AZ,4013,420111,1,1,"3,948",1,"3,967.70"
AZ,4013,420112,1,1,"3,272",0.7,"4,396.10"
AZ,4013,420113,1,1,"3,380",0.5,"6,819.80"
AZ,4013,420114,1,1,"3,275",1,"3,266.00"
AZ,4013,420115,1,1,"2,577",0.7,"3,658.60"
AZ,4013,420116,1,1,"2,865",0.8,"3,673.70"
AZ,4013,420202,1,1,"5,087",1,"5,085.80"
AZ,4013,420206,1,1,"3,595",5.9,611.9
AZ,4013,420207,1,1,"2,709",1.4,"1,942.50"
AZ,4013,420208,1,1,"5,279",1,"5,279.00"
AZ,4013,420209,1,1,"3,980",1,"3,975.70"
AZ,4013,420210,1,1,"5,049",1,"5,027.50"
AZ,4013,420211,1,1,"4,648",1,"4,656.90"
AZ,4013,420212,1,1,"2,825",1,"2,844.80"
AZ,4013,420213,1,1,"1,753",0.5,"3,483.70"
AZ,4013,420214,1,1,"3,511",1,"3,526.70"
AZ,4013,420215,1,1,"1,760",1,"1,756.40"
AZ,4013,420216,1,1,"3,889",1,"3,897.20"
AZ,4013,420301,1,1,"2,224",0.6,"3,510.60"
AZ,4013,420302,1,1,"4,939",1,"4,981.10"
AZ,4013,420303,1,1,"4,139",1,"4,128.50"
AZ,4013,420304,1,1,"1,081",2,537
AZ,4013,420401,1,1,"4,654",1.2,"3,929.40"
AZ,4013,420402,1,1,"1,625",3.6,453.4
AZ,4013,420501,1,1,"6,278",1,"6,200.80"
AZ,4013,420503,1,1,"3,430",0.5,"6,736.90"
AZ,4013,420504,1,1,"3,238",0.5,"6,261.80"
AZ,4013,420602,1,1,"4,746",1,"4,802.80"
AZ,4013,420603,1,1,"3,682",1,"3,748.40"
AZ,4013,420604,1,1,"4,273",1,"4,277.30"
AZ,4013,420704,1,1,"4,910",1,"4,865.60"
AZ,4013,420705,1,1,"3,569",2,"1,777.50"
AZ,4013,420706,1,1,"4,300",1,"4,332.50"
AZ,4013,420707,1,1,"2,276",0.5,"4,545.60"
AZ,4013,420708,1,1,"3,754",0.5,"7,499.80"
AZ,4013,420709,1,1,"2,626",0.5,"5,219.60"
AZ,4013,420710,1,1,"2,987",0.5,"5,995.00"
AZ,4013,420800,1,1,"4,745",1,"4,740.90"
AZ,4013,420901,1,1,"3,158",0.5,"6,754.70"
AZ,4013,420902,1,1,"3,363",0.5,"6,501.70"
AZ,4013,421001,1,1,"3,556",0.5,"7,209.50"
AZ,4013,421002,1,1,"2,646",0.5,"5,380.40"
AZ,4013,421101,1,1,"3,886",1,"4,022.70"
AZ,4013,421102,1,1,"5,280",1,"5,204.10"
AZ,4013,421201,1,1,"4,806",1.8,"2,725.80"
AZ,4013,421202,1,1,"3,764",0.6,"6,511.40"
AZ,4013,421302,1,1,"5,978",1,"6,199.40"
AZ,4013,421303,1,1,"4,773",0.7,"6,816.50"
AZ,4013,421304,1,1,"2,918",0.9,"3,249.80"
AZ,4013,421400,1,1,"2,415",1,"2,460.70"
AZ,4013,421501,1,1,"3,423",0.5,"6,694.40"
AZ,4013,421502,1,1,"3,390",0.5,"6,646.00"
AZ,4013,421601,1,1,"3,326",0.5,"6,738.30"
AZ,4013,421602,1,1,"4,174",0.5,"8,462.20"
AZ,4013,421701,1,1,"4,601",0.5,"9,296.20"
AZ,4013,421702,1,1,"3,404",0.5,"6,830.50"
AZ,4013,421801,1,1,"2,733",0.5,"5,521.80"
AZ,4013,421802,1,1,"4,734",0.5,"9,588.10"
AZ,4013,421901,1,1,"4,001",0.5,"7,914.40"
AZ,4013,421902,1,1,"5,902",0.5,"11,631.30"
AZ,4013,422001,1,1,"4,126",0.5,"8,422.40"
AZ,4013,422002,1,1,"3,885",0.5,"7,784.70"
AZ,4013,422102,1,1,"4,354",0.5,"8,853.90"
AZ,4013,422103,1,1,"4,903",0.3,"17,481.70"
AZ,4013,422104,1,1,"5,807",0.6,"9,875.00"
AZ,4013,422105,1,1,"3,178",0.5,"6,447.00"
AZ,4013,422106,1,1,"5,624",0.5,"11,569.00"
AZ,4013,422107,1,1,"3,688",0.2,"15,037.30"
AZ,4013,422203,1,1,"4,454",1,"4,369.00"
AZ,4013,422204,1,1,"2,794",1,"2,826.50"
AZ,4013,422205,1,1,"1,384",0.5,"2,743.50"
AZ,4013,422209,1,1,"6,520",1,"6,462.50"
AZ,4013,422210,1,1,"5,314",1,"5,271.20"
AZ,4013,422211,1,1,"2,679",1,"2,726.40"
AZ,4013,422212,1,1,"4,142",0.8,"5,171.40"
AZ,4013,422213,1,1,"2,455",0.5,"4,957.60"
AZ,4013,422215,1,1,"2,006",0.5,"4,007.30"
AZ,4013,422216,1,1,"5,129",1,"5,100.10"
AZ,4013,422217,1,1,"3,527",0.5,"7,082.30"
AZ,4013,422218,1,1,"3,095",0.5,"5,916.20"
AZ,4013,422219,1,1,"2,923",0.5,"5,758.60"
AZ,4013,422220,1,1,"1,974",0.5,"3,939.10"
AZ,4013,422221,1,1,"4,075",0.7,"5,660.00"
AZ,4013,422222,1,1,"2,143",0.4,"5,674.30"
AZ,4013,422301,1,1,"5,617",2,"2,846.50"
AZ,4013,422302,1,1,"4,774",1,"4,717.80"
AZ,4013,422304,1,1,"2,786",1,"2,761.70"
AZ,4013,422305,1,1,"5,926",0.9,"6,535.10"
AZ,4013,422307,1,1,"4,350",3,"1,432.80"
AZ,4013,422308,1,1,"5,476",1,"5,369.60"
AZ,4013,422309,1,1,"5,346",1,"5,341.20"
AZ,4013,422401,1,1,"3,307",1,"3,348.80"
AZ,4013,422402,1,1,"4,977",1,"5,207.60"
AZ,4013,422403,1,1,"5,189",1,"5,199.80"
AZ,4013,422404,1,1,"4,334",1,"4,463.10"
AZ,4013,422501,1,1,"5,643",1,"5,609.50"
AZ,4013,422502,1,1,"6,086",1,"6,131.60"
AZ,4013,422503,1,1,"6,333",1,"6,384.70"
AZ,4013,422504,1,1,"4,671",1,"4,645.20"
AZ,4013,422506,1,1,"5,072",1,"5,174.40"
AZ,4013,422507,1,1,"4,523",0.9,"4,916.70"
AZ,4013,422508,1,1,"3,670",1,"3,764.40"
AZ,4013,422509,1,1,"5,113",1,"5,121.60"
AZ,4013,422510,1,1,"3,416",1,"3,422.00"
AZ,4013,422511,1,1,"3,044",1,"3,046.20"
AZ,4013,422512,1,1,"5,037",1,"5,047.70"
AZ,4013,422513,1,1,"4,280",1,"4,293.30"
AZ,4013,422514,1,1,"4,352",1,"4,573.20"
AZ,4013,422606,1,1,"9,135",3.9,"2,322.20"
AZ,4013,422607,1,1,"4,148",1,"4,154.60"
AZ,4013,422609,1,1,"3,819",1,"3,855.40"
AZ,4013,422610,1,1,"3,039",1,"3,033.80"
AZ,4013,422615,1,1,"6,698",2,"3,374.20"
AZ,4013,422616,1,1,"4,513",2,"2,222.70"
AZ,4013,422617,1,1,"5,866",1,"5,762.80"
AZ,4013,422618,1,1,"2,954",0.9,"3,119.10"
AZ,4013,422620,1,1,"3,261",1,"3,303.30"
AZ,4013,422621,1,1,"4,302",1,"4,368.80"
AZ,4013,422622,1,1,"4,237",1,"4,318.00"
AZ,4013,422623,1,1,"4,812",2,"2,446.70"
AZ,4013,422624,1,1,"2,771",0.6,"4,893.20"
AZ,4013,422625,1,1,"3,724",0.9,"4,060.30"
AZ,4013,422626,1,1,"2,510",0.7,"3,545.00"
AZ,4013,422627,1,1,"3,438",0.8,"4,269.00"
AZ,4013,422628,1,1,"3,616",0.7,"4,877.70"
AZ,4013,422629,1,1,"3,626",0.8,"4,819.70"
AZ,4013,422630,1,1,"3,870",0.8,"4,904.50"
AZ,4013,422631,1,1,"3,883",1.2,"3,223.70"
AZ,4013,422632,1,1,"3,975",1,"3,976.40"
AZ,4013,422633,1,1,"2,753",1,"2,731.80"
AZ,4013,422634,1,1,"4,191",1,"4,260.40"
AZ,4013,422635,1,1,"1,111",0.9,"1,198.90"
AZ,4013,422636,1,1,"2,489",1,"2,375.10"
AZ,4013,422637,1,1,"3,325",0.5,"6,114.70"
AZ,4013,422638,1,1,"4,096",1,"3,951.10"
AZ,4013,422639,1,1,"3,658",2.4,"1,542.60"
AZ,4013,422640,1,1,"4,647",1,"4,616.00"
AZ,4013,422641,1,1,"6,346",3,"2,130.40"
AZ,4013,422642,1,1,"5,715",1,"5,749.20"
AZ,4013,422643,1,1,"5,789",2,"2,909.50"
AZ,4013,422644,1,1,"7,287",3,"2,424.60"
AZ,4013,422646,1,1,"7,730",2.2,"3,568.90"
AZ,4013,522800,1,1,"1,685",6,279.7
AZ,4013,522901,1,1,"4,410",1,"4,375.40"
AZ,4013,522903,1,1,"5,168",0.5,"10,295.30"
AZ,4013,522904,1,1,"4,549",0.5,"9,012.60"
AZ,4013,523002,1,1,"5,832",1,"5,708.30"
AZ,4013,523003,1,1,"6,568",1,"6,527.30"
AZ,4013,523005,1,1,"4,853",1,"4,846.80"
AZ,4013,523006,1,1,"5,448",1,"5,430.10"
AZ,4013,523102,1,1,"5,327",1,"5,306.10"
AZ,4013,523103,1,1,"5,839",1,"5,780.30"
AZ,4013,523104,1,1,"6,026",1,"5,978.80"
AZ,4013,610000,1,1,"7,044",124,56.8
AZ,4013,610100,1,1,"1,322",8.4,157.3
AZ,4013,610200,1,1,"7,612",3.9,"1,954.40"
AZ,4013,610300,1,1,"8,959",2.7,"3,305.20"
AZ,4013,610400,1,1,"5,129",1.3,"3,931.10"
AZ,4013,610500,1,1,"6,496",12.4,524.2
AZ,4013,610600,1,1,"5,546",3.6,"1,554.70"
AZ,4013,610700,1,1,"7,193",41.1,175.2
AZ,4013,610800,1,1,"3,505",20.1,174.1
AZ,4013,610900,1,1,"6,027",9.8,612.7
AZ,4013,611000,1,1,"2,461",2.2,"1,136.40"
AZ,4013,611100,1,1,"3,270",2.2,"1,490.70"
AZ,4013,611200,1,1,"5,911",1.9,"3,122.20"
AZ,4013,611300,1,1,"4,659",21.7,214.9
AZ,4013,611400,1,1,"6,232",2.1,"3,011.00"
AZ,4013,611500,1,1,"5,639",2.2,"2,603.90"
AZ,4013,611600,1,1,"3,062",1.7,"1,771.50"
AZ,4013,611700,1,1,"6,304",2.9,"2,160.00"
AZ,4013,611800,1,1,"6,540",1,"6,572.60"
AZ,4013,611900,1,1,"3,171",4.1,777.4
AZ,4013,612000,1,1,"2,710",5.7,477.7
AZ,4013,612200,1,1,"3,383",8.9,381.4
AZ,4013,612300,1,1,"7,278",9,810.7
AZ,4013,612400,1,1,"6,840",21.6,317.1
AZ,4013,612500,1,1,"4,306",2.6,"1,634.60"
AZ,4013,612600,1,1,"2,342",0.5,"4,570.40"
AZ,4013,612700,1,1,"2,271",0.9,"2,581.50"
AZ,4013,612800,1,1,"2,110",0.8,"2,491.10"
AZ,4013,612900,1,1,"2,409",1,"2,520.40"
AZ,4013,613000,1,1,"2,945",4,742.7
AZ,4013,613100,1,1,"2,640",2.2,"1,220.80"
AZ,4013,613200,1,1,"3,552",4,885.9
AZ,4013,613300,1,1,"7,102",14.6,485.2
AZ,4013,613400,1,1,"3,937",1.5,"2,606.80"
AZ,4013,613500,1,1,"4,082",1,"4,062.70"
AZ,4013,613600,1,1,"3,967",2.5,"1,612.80"
AZ,4013,613700,1,1,"5,341",0.9,"6,184.40"
AZ,4013,613800,1,1,"4,075",1.4,"2,841.10"
AZ,4013,613900,1,1,"6,154",1.6,"3,815.10"
AZ,4013,614000,1,1,"4,398",1.1,"4,176.90"
AZ,4013,614100,1,1,"5,724",1.3,"4,370.60"
AZ,4013,614200,1,1,"4,891",2,"2,429.10"
AZ,4013,614300,1,1,"3,124",5,625.4
AZ,4013,614400,1,1,"3,567",0.9,"4,106.40"
AZ,4013,614500,1,1,"4,656",1.4,"3,410.40"
AZ,4013,614600,1,1,"6,628",1.3,"5,075.30"
AZ,4013,614700,1,1,"2,612",5.8,453.4
AZ,4013,614800,1,1,"4,154",0.8,"5,450.50"
AZ,4013,614900,1,1,"3,495",2.2,"1,589.00"
AZ,4013,615000,1,1,"6,630",5.9,"1,126.00"
AZ,4013,615100,1,1,"3,383",0.9,"3,886.00"
AZ,4013,615200,1,1,"5,386",10.3,521.2
AZ,4013,615300,1,1,"2,259",1,"2,190.80"
AZ,4013,615400,1,1,"2,679",1,"2,656.40"
AZ,4013,615500,1,1,"2,817",1,"2,791.50"
AZ,4013,615600,1,1,"3,776",1.2,"3,281.50"
AZ,4013,615700,1,1,"2,991",0.8,"3,943.50"
AZ,4013,615800,1,1,"4,906",1,"4,699.90"
AZ,4013,615900,1,1,"4,362",0.9,"4,646.10"
AZ,4013,616000,1,1,"2,237",1,"2,307.20"
AZ,4013,616100,1,1,"3,572",0.5,"6,666.00"
AZ,4013,616200,1,1,"3,219",0.5,"6,789.70"
AZ,4013,616300,1,1,"2,044",1,"1,972.90"
AZ,4013,616400,1,1,"5,701",1.2,"4,858.40"
AZ,4013,616500,1,1,"3,438",0.8,"4,424.80"
AZ,4013,616600,1,1,"5,696",1,"5,813.50"
